"fecha","linea","n"
2022-05-21,"BSAS_LINEA_203",111546
2022-05-21,"BSAS_LINEA_501G",139039
2022-05-21,"FFCC ROCA",311150
2022-05-21,"FFCC SAR",175819
2022-05-22,"BSAS_LINEA_203",71715
2022-05-22,"BSAS_LINEA_501G",75467
2022-05-22,"FFCC ROCA",112940
2022-05-22,"FFCC SAR",38287
2022-05-23,"BSAS_LINEA_203",129470
2022-05-23,"BSAS_LINEA_501G",178227
2022-05-23,"FFCC ROCA",499449
2022-05-23,"FFCC SAR",274060
2022-05-24,"BSAS_LINEA_203",132422
2022-05-24,"BSAS_LINEA_501G",174718
2022-05-24,"FFCC ROCA",514768
2022-05-24,"FFCC SAR",279151
2022-05-25,"BSAS_LINEA_203",55514
2022-05-25,"BSAS_LINEA_501G",49714
2022-05-25,"FFCC ROCA",101346
2022-05-25,"FFCC SAR",36927
2022-05-26,"BSAS_LINEA_203",130557
2022-05-26,"BSAS_LINEA_501G",169467
2022-05-26,"FFCC ROCA",505110
2022-05-26,"FFCC SAR",279366
2022-05-27,"BSAS_LINEA_203",137077
2022-05-27,"BSAS_LINEA_501G",178592
2022-05-27,"FFCC ROCA",503799
2022-05-27,"FFCC SAR",280560
2022-05-28,"BSAS_LINEA_203",101750
2022-05-28,"BSAS_LINEA_501G",127306
2022-05-28,"FFCC ROCA",278475
2022-05-28,"FFCC SAR",163854
2022-05-29,"BSAS_LINEA_203",71589
2022-05-29,"BSAS_LINEA_501G",69927
2022-05-29,"FFCC ROCA",108242
2022-05-29,"FFCC SAR",30545
2022-05-30,"BSAS_LINEA_203",125158
2022-05-30,"BSAS_LINEA_501G",161503
2022-05-30,"FFCC ROCA",474826
2022-05-30,"FFCC SAR",253922
2022-05-31,"BSAS_LINEA_203",126045
2022-05-31,"BSAS_LINEA_501G",164650
2022-05-31,"FFCC ROCA",476165
2022-05-31,"FFCC SAR",264209
2022-06-01,"BSAS_LINEA_203",125694
2022-06-01,"BSAS_LINEA_501G",167006
2022-06-01,"FFCC ROCA",473446
2022-06-01,"FFCC SAR",259220
2022-06-02,"BSAS_LINEA_203",129479
2022-06-02,"BSAS_LINEA_501G",168701
2022-06-02,"FFCC ROCA",469031
2022-06-02,"FFCC SAR",246319
2022-06-03,"BSAS_LINEA_203",132665
2022-06-03,"BSAS_LINEA_501G",174968
2022-06-03,"FFCC ROCA",207690
2022-06-03,"FFCC SAR",122749
2022-06-04,"BSAS_LINEA_203",109240
2022-06-04,"BSAS_LINEA_501G",130818
2022-06-04,"FFCC ROCA",297513
2022-06-04,"FFCC SAR",151599
2022-06-05,"BSAS_LINEA_203",73292
2022-06-05,"BSAS_LINEA_501G",75561
2022-06-05,"FFCC ROCA",53
2022-06-05,"FFCC SAR",38902
2022-06-06,"BSAS_LINEA_203",129367
2022-06-06,"BSAS_LINEA_501G",171248
2022-06-06,"FFCC ROCA",491015
2022-06-06,"FFCC SAR",272796
2022-06-07,"BSAS_LINEA_203",129653
2022-06-07,"BSAS_LINEA_501G",175352
2022-06-07,"FFCC ROCA",492954
2022-06-07,"FFCC SAR",274198
2022-06-08,"BSAS_LINEA_203",132675
2022-06-08,"BSAS_LINEA_501G",176037
2022-06-08,"FFCC ROCA",497697
2022-06-08,"FFCC SAR",279061
2022-06-09,"BSAS_LINEA_203",131510
2022-06-09,"BSAS_LINEA_501G",171661
2022-06-09,"FFCC ROCA",514556
2022-06-09,"FFCC SAR",285488
2022-06-10,"BSAS_LINEA_203",136572
2022-06-10,"BSAS_LINEA_501G",177140
2022-06-10,"FFCC ROCA",481499
2022-06-10,"FFCC SAR",283204
2022-06-11,"BSAS_LINEA_203",105393
2022-06-11,"BSAS_LINEA_501G",129487
2022-06-11,"FFCC ROCA",289137
2022-06-11,"FFCC SAR",127329
2022-06-12,"BSAS_LINEA_203",70141
2022-06-12,"BSAS_LINEA_501G",71228
2022-06-12,"FFCC ROCA",115523
2022-06-12,"FFCC SAR",35180
2022-06-13,"BSAS_LINEA_203",128231
2022-06-13,"BSAS_LINEA_501G",173737
2022-06-13,"FFCC ROCA",485271
2022-06-13,"FFCC SAR",274418
2022-06-14,"BSAS_LINEA_203",131308
2022-06-14,"BSAS_LINEA_501G",178341
2022-06-14,"FFCC ROCA",508093
2022-06-14,"FFCC SAR",278887
2022-06-15,"BSAS_LINEA_203",132623
2022-06-15,"BSAS_LINEA_501G",181238
2022-06-15,"FFCC ROCA",514247
2022-06-15,"FFCC SAR",216918
2022-06-16,"BSAS_LINEA_203",137250
2022-06-16,"BSAS_LINEA_501G",182304
2022-06-16,"FFCC ROCA",489005
2022-06-16,"FFCC SAR",303771
2022-06-17,"BSAS_LINEA_203",94546
2022-06-17,"BSAS_LINEA_501G",100933
2022-06-17,"FFCC ROCA",207847
2022-06-17,"FFCC SAR",96974
2022-06-18,"BSAS_LINEA_203",101439
2022-06-18,"BSAS_LINEA_501G",129103
2022-06-18,"FFCC ROCA",279449
2022-06-18,"FFCC SAR",145763
2022-06-19,"BSAS_LINEA_203",66378
2022-06-19,"BSAS_LINEA_501G",74046
2022-06-19,"FFCC ROCA",113296
2022-06-19,"FFCC SAR",28201
2022-06-20,"BSAS_LINEA_203",72564
2022-06-20,"BSAS_LINEA_501G",71413
2022-06-20,"FFCC ROCA",145627
2022-06-20,"FFCC SAR",46395
2022-06-21,"BSAS_LINEA_203",129289
2022-06-21,"BSAS_LINEA_501G",173288
2022-06-21,"FFCC ROCA",503910
2022-06-21,"FFCC SAR",271067
2022-06-22,"BSAS_LINEA_203",126262
2022-06-22,"BSAS_LINEA_501G",169027
2022-06-22,"FFCC ROCA",485866
2022-06-22,"FFCC SAR",258283
2022-06-23,"BSAS_LINEA_203",127684
2022-06-23,"BSAS_LINEA_501G",169487
2022-06-23,"FFCC ROCA",488670
2022-06-23,"FFCC SAR",265833
2022-06-24,"BSAS_LINEA_203",131238
2022-06-24,"BSAS_LINEA_501G",170248
2022-06-24,"FFCC ROCA",504936
2022-06-24,"FFCC SAR",274284
2022-06-25,"BSAS_LINEA_203",103697
2022-06-25,"BSAS_LINEA_501G",124997
2022-06-25,"FFCC ROCA",291715
2022-06-25,"FFCC SAR",91056
2022-06-26,"BSAS_LINEA_203",67710
2022-06-26,"BSAS_LINEA_501G",63784
2022-06-26,"FFCC ROCA",117710
2022-06-26,"FFCC SAR",28785
2022-06-27,"BSAS_LINEA_203",119860
2022-06-27,"BSAS_LINEA_501G",152426
2022-06-27,"FFCC ROCA",450884
2022-06-27,"FFCC SAR",246829
2022-06-28,"BSAS_LINEA_203",126031
2022-06-28,"BSAS_LINEA_501G",167996
2022-06-28,"FFCC ROCA",490180
2022-06-28,"FFCC SAR",261183
2022-06-29,"BSAS_LINEA_203",129966
2022-06-29,"BSAS_LINEA_501G",172426
2022-06-29,"FFCC ROCA",492635
2022-06-29,"FFCC SAR",255581
2022-06-30,"BSAS_LINEA_203",126487
2022-06-30,"BSAS_LINEA_501G",172145
2022-06-30,"FFCC ROCA",497040
2022-06-30,"FFCC SAR",254866
2022-07-01,"BSAS_LINEA_203",127642
2022-07-01,"BSAS_LINEA_501G",162100
2022-07-01,"FFCC ROCA",493691
2022-07-01,"FFCC SAR",258925
2022-07-02,"BSAS_LINEA_203",104826
2022-07-02,"BSAS_LINEA_501G",127054
2022-07-02,"FFCC ROCA",293116
2022-07-02,"FFCC SAR",108689
2022-07-03,"BSAS_LINEA_203",75362
2022-07-03,"BSAS_LINEA_501G",73469
2022-07-03,"FFCC ROCA",109913
2022-07-03,"FFCC SAR",26897
2022-07-04,"BSAS_LINEA_203",134582
2022-07-04,"BSAS_LINEA_501G",165183
2022-07-04,"FFCC ROCA",479533
2022-07-04,"FFCC SAR",245627
2022-07-05,"BSAS_LINEA_203",130543
2022-07-05,"BSAS_LINEA_501G",179027
2022-07-05,"FFCC ROCA",501077
2022-07-05,"FFCC SAR",256258
2022-07-06,"BSAS_LINEA_203",129297
2022-07-06,"BSAS_LINEA_501G",169184
2022-07-06,"FFCC ROCA",487504
2022-07-06,"FFCC SAR",252810
2022-07-07,"BSAS_LINEA_203",129119
2022-07-07,"BSAS_LINEA_501G",170991
2022-07-07,"FFCC ROCA",503302
2022-07-07,"FFCC SAR",265241
2022-07-08,"BSAS_LINEA_203",131505
2022-07-08,"BSAS_LINEA_501G",176035
2022-07-08,"FFCC ROCA",502129
2022-07-08,"FFCC SAR",265396
2022-07-09,"BSAS_LINEA_203",93275
2022-07-09,"BSAS_LINEA_501G",102826
2022-07-09,"FFCC ROCA",215118
2022-07-09,"FFCC SAR",106488
2022-07-10,"BSAS_LINEA_203",69135
2022-07-10,"BSAS_LINEA_501G",64908
2022-07-10,"FFCC ROCA",107963
2022-07-10,"FFCC SAR",31847
2022-07-11,"BSAS_LINEA_203",122549
2022-07-11,"BSAS_LINEA_501G",163801
2022-07-11,"FFCC ROCA",468816
2022-07-11,"FFCC SAR",241176
2022-07-12,"BSAS_LINEA_203",128675
2022-07-12,"BSAS_LINEA_501G",175207
2022-07-12,"FFCC ROCA",482919
2022-07-12,"FFCC SAR",262743
2022-07-13,"BSAS_LINEA_203",134056
2022-07-13,"BSAS_LINEA_501G",177151
2022-07-13,"FFCC ROCA",494326
2022-07-13,"FFCC SAR",254808
2022-07-14,"BSAS_LINEA_203",129436
2022-07-14,"BSAS_LINEA_501G",173454
2022-07-14,"FFCC ROCA",506102
2022-07-14,"FFCC SAR",270251
2022-07-15,"BSAS_LINEA_203",134330
2022-07-15,"BSAS_LINEA_501G",170279
2022-07-15,"FFCC ROCA",483974
2022-07-15,"FFCC SAR",253297
2022-07-16,"BSAS_LINEA_203",99052
2022-07-16,"BSAS_LINEA_501G",115183
2022-07-16,"FFCC ROCA",273320
2022-07-16,"FFCC SAR",136326
2022-07-17,"BSAS_LINEA_203",75807
2022-07-17,"BSAS_LINEA_501G",76628
2022-07-17,"FFCC ROCA",126184
2022-07-17,"FFCC SAR",29682
2022-07-18,"BSAS_LINEA_203",116613
2022-07-18,"BSAS_LINEA_501G",145130
2022-07-18,"FFCC ROCA",455277
2022-07-18,"FFCC SAR",236459
2022-07-19,"BSAS_LINEA_203",123505
2022-07-19,"BSAS_LINEA_501G",136640
2022-07-19,"FFCC ROCA",477496
2022-07-19,"FFCC SAR",256159
2022-07-20,"BSAS_LINEA_203",108370
2022-07-20,"BSAS_LINEA_501G",149445
2022-07-20,"FFCC ROCA",486763
2022-07-20,"FFCC SAR",258993
2022-07-21,"BSAS_LINEA_203",123403
2022-07-21,"BSAS_LINEA_501G",141343
2022-07-21,"FFCC ROCA",472229
2022-07-21,"FFCC SAR",253396
2022-07-22,"BSAS_LINEA_203",129782
2022-07-22,"BSAS_LINEA_501G",151864
2022-07-22,"FFCC ROCA",482906
2022-07-22,"FFCC SAR",260577
2022-07-23,"BSAS_LINEA_203",107191
2022-07-23,"BSAS_LINEA_501G",119943
2022-07-23,"FFCC ROCA",273912
2022-07-23,"FFCC SAR",126629
2022-07-24,"BSAS_LINEA_203",70293
2022-07-24,"BSAS_LINEA_501G",65928
2022-07-24,"FFCC ROCA",112020
2022-07-24,"FFCC SAR",23741
2022-07-25,"BSAS_LINEA_203",95193
2022-07-25,"BSAS_LINEA_501G",111144
2022-07-25,"FFCC ROCA",385664
2022-07-25,"FFCC SAR",202562
2022-07-26,"BSAS_LINEA_203",120052
2022-07-26,"BSAS_LINEA_501G",136469
2022-07-26,"FFCC ROCA",444056
2022-07-26,"FFCC SAR",236962
2022-07-27,"BSAS_LINEA_203",116660
2022-07-27,"BSAS_LINEA_501G",130116
2022-07-27,"FFCC ROCA",397323
2022-07-27,"FFCC SAR",221774
2022-07-28,"BSAS_LINEA_203",119482
2022-07-28,"BSAS_LINEA_501G",141243
2022-07-28,"FFCC ROCA",479074
2022-07-28,"FFCC SAR",259407
2022-07-29,"BSAS_LINEA_203",126995
2022-07-29,"BSAS_LINEA_501G",151913
2022-07-29,"FFCC ROCA",483935
2022-07-29,"FFCC SAR",262680
2022-07-30,"BSAS_LINEA_203",115479
2022-07-30,"BSAS_LINEA_501G",128800
2022-07-30,"FFCC ROCA",308316
2022-07-30,"FFCC SAR",113942
2022-07-31,"BSAS_LINEA_203",85573
2022-07-31,"BSAS_LINEA_501G",82812
2022-07-31,"FFCC ROCA",105518
2022-07-31,"FFCC SAR",36858
2022-08-01,"BSAS_LINEA_203",117892
2022-08-01,"BSAS_LINEA_501G",147530
2022-08-01,"FFCC ROCA",454087
2022-08-01,"FFCC SAR",236732
2022-08-02,"BSAS_LINEA_203",114395
2022-08-02,"BSAS_LINEA_501G",127318
2022-08-02,"FFCC ROCA",442545
2022-08-02,"FFCC SAR",247175
2022-08-03,"BSAS_LINEA_203",111842
2022-08-03,"BSAS_LINEA_501G",148139
2022-08-03,"FFCC ROCA",450135
2022-08-03,"FFCC SAR",247861
2022-08-04,"BSAS_LINEA_203",117531
2022-08-04,"BSAS_LINEA_501G",143836
2022-08-04,"FFCC ROCA",448895
2022-08-04,"FFCC SAR",245359
2022-08-05,"BSAS_LINEA_203",116723
2022-08-05,"BSAS_LINEA_501G",157539
2022-08-05,"FFCC ROCA",468241
2022-08-05,"FFCC SAR",265141
2022-08-06,"BSAS_LINEA_203",95312
2022-08-06,"BSAS_LINEA_501G",113656
2022-08-06,"FFCC ROCA",305171
2022-08-06,"FFCC SAR",135817
2022-08-07,"BSAS_LINEA_203",69338
2022-08-07,"BSAS_LINEA_501G",67448
2022-08-07,"FFCC ROCA",123737
2022-08-07,"FFCC SAR",38055
2022-08-08,"BSAS_LINEA_203",117164
2022-08-08,"BSAS_LINEA_501G",151175
2022-08-08,"FFCC ROCA",480808
2022-08-08,"FFCC SAR",249202
2022-08-09,"BSAS_LINEA_203",112936
2022-08-09,"BSAS_LINEA_501G",153257
2022-08-09,"FFCC ROCA",473716
2022-08-09,"FFCC SAR",225426
2022-08-10,"BSAS_LINEA_203",115980
2022-08-10,"BSAS_LINEA_501G",144211
2022-08-10,"FFCC ROCA",492581
2022-08-10,"FFCC SAR",272416
2022-08-11,"BSAS_LINEA_203",111625
2022-08-11,"BSAS_LINEA_501G",149474
2022-08-11,"FFCC ROCA",463390
2022-08-11,"FFCC SAR",260351
2022-08-12,"BSAS_LINEA_203",112675
2022-08-12,"BSAS_LINEA_501G",155235
2022-08-12,"FFCC ROCA",482937
2022-08-12,"FFCC SAR",260931
2022-08-13,"BSAS_LINEA_203",97029
2022-08-13,"BSAS_LINEA_501G",113523
2022-08-13,"FFCC ROCA",300871
2022-08-13,"FFCC SAR",131098
2022-08-14,"BSAS_LINEA_203",66582
2022-08-14,"BSAS_LINEA_501G",67638
2022-08-14,"FFCC ROCA",139529
2022-08-14,"FFCC SAR",30168
2022-08-15,"BSAS_LINEA_203",58446
2022-08-15,"BSAS_LINEA_501G",50796
2022-08-15,"FFCC ROCA",37
2022-08-15,"FFCC SAR",36429
2022-08-16,"BSAS_LINEA_203",121785
2022-08-16,"BSAS_LINEA_501G",149592
2022-08-16,"FFCC ROCA",480439
2022-08-16,"FFCC SAR",263985
2022-08-17,"BSAS_LINEA_203",111515
2022-08-17,"BSAS_LINEA_501G",147728
2022-08-17,"FFCC ROCA",434998
2022-08-17,"FFCC SAR",253668
2022-08-18,"BSAS_LINEA_203",126900
2022-08-18,"BSAS_LINEA_501G",151274
2022-08-18,"FFCC ROCA",240960
2022-08-18,"FFCC SAR",262604
2022-08-19,"BSAS_LINEA_203",113947
2022-08-19,"BSAS_LINEA_501G",148603
2022-08-19,"FFCC ROCA",472880
2022-08-19,"FFCC SAR",273772
2022-08-20,"BSAS_LINEA_203",85937
2022-08-20,"BSAS_LINEA_501G",108580
2022-08-20,"FFCC ROCA",166814
2022-08-20,"FFCC SAR",111475
2022-08-21,"BSAS_LINEA_203",61584
2022-08-21,"BSAS_LINEA_501G",65719
2022-08-21,"FFCC ROCA",41181
2022-08-21,"FFCC SAR",38419
2022-08-22,"BSAS_LINEA_203",105841
2022-08-22,"BSAS_LINEA_501G",144265
2022-08-22,"FFCC ROCA",448436
2022-08-22,"FFCC SAR",213984
2022-08-23,"BSAS_LINEA_203",106122
2022-08-23,"BSAS_LINEA_501G",150275
2022-08-23,"FFCC ROCA",471271
2022-08-23,"FFCC SAR",256984
2022-08-24,"BSAS_LINEA_203",108328
2022-08-24,"BSAS_LINEA_501G",148334
2022-08-24,"FFCC ROCA",470239
2022-08-24,"FFCC SAR",17
2022-08-25,"BSAS_LINEA_203",103065
2022-08-25,"BSAS_LINEA_501G",148055
2022-08-25,"FFCC ROCA",458279
2022-08-25,"FFCC SAR",254612
2022-08-26,"BSAS_LINEA_203",106034
2022-08-26,"BSAS_LINEA_501G",156047
2022-08-26,"FFCC ROCA",487417
2022-08-26,"FFCC SAR",265058
2022-08-27,"BSAS_LINEA_203",85105
2022-08-27,"BSAS_LINEA_501G",94320
2022-08-27,"FFCC ROCA",241592
2022-08-27,"FFCC SAR",126291
2022-08-28,"BSAS_LINEA_203",63362
2022-08-28,"BSAS_LINEA_501G",64523
2022-08-28,"FFCC ROCA",108609
2022-08-28,"FFCC SAR",29952
2022-08-29,"BSAS_LINEA_203",114608
2022-08-29,"BSAS_LINEA_501G",141564
2022-08-29,"FFCC ROCA",482959
2022-08-29,"FFCC SAR",252266
2022-08-30,"BSAS_LINEA_203",114780
2022-08-30,"BSAS_LINEA_501G",146200
2022-08-30,"FFCC ROCA",485505
2022-08-30,"FFCC SAR",260607
2022-08-31,"BSAS_LINEA_203",116303
2022-08-31,"BSAS_LINEA_501G",144528
2022-08-31,"FFCC ROCA",490522
2022-08-31,"FFCC SAR",255172
2022-09-01,"BSAS_LINEA_203",109325
2022-09-01,"BSAS_LINEA_501G",129029
2022-09-01,"FFCC ROCA",458269
2022-09-01,"FFCC SAR",251909
2022-09-02,"BSAS_LINEA_203",90601
2022-09-02,"BSAS_LINEA_501G",82415
2022-09-02,"FFCC ROCA",232007
2022-09-02,"FFCC SAR",49159
2022-09-03,"BSAS_LINEA_203",95199
2022-09-03,"BSAS_LINEA_501G",109656
2022-09-03,"FFCC ROCA",278300
2022-09-03,"FFCC SAR",148563
2022-09-04,"BSAS_LINEA_203",65456
2022-09-04,"BSAS_LINEA_501G",66962
2022-09-04,"FFCC ROCA",113505
2022-09-04,"FFCC SAR",21325
2022-09-05,"BSAS_LINEA_203",118871
2022-09-05,"BSAS_LINEA_501G",148262
2022-09-05,"FFCC ROCA",480993
2022-09-05,"FFCC SAR",242593
2022-09-06,"BSAS_LINEA_203",119281
2022-09-06,"BSAS_LINEA_501G",157695
2022-09-06,"FFCC ROCA",495581
2022-09-06,"FFCC SAR",246524
2022-09-07,"BSAS_LINEA_203",122049
2022-09-07,"BSAS_LINEA_501G",149495
2022-09-07,"FFCC ROCA",484822
2022-09-07,"FFCC SAR",280221
2022-09-08,"BSAS_LINEA_203",114464
2022-09-08,"BSAS_LINEA_501G",152179
2022-09-08,"FFCC ROCA",473338
2022-09-08,"FFCC SAR",266605
2022-09-09,"BSAS_LINEA_203",115326
2022-09-09,"BSAS_LINEA_501G",148113
2022-09-09,"FFCC ROCA",467143
2022-09-09,"FFCC SAR",272157
2022-09-10,"BSAS_LINEA_203",93327
2022-09-10,"BSAS_LINEA_501G",111104
2022-09-10,"FFCC ROCA",291149
2022-09-10,"FFCC SAR",151688
2022-09-11,"BSAS_LINEA_203",64030
2022-09-11,"BSAS_LINEA_501G",64667
2022-09-11,"FFCC ROCA",113122
2022-09-11,"FFCC SAR",36345
2022-09-12,"BSAS_LINEA_203",115727
2022-09-12,"BSAS_LINEA_501G",140326
2022-09-12,"FFCC ROCA",477581
2022-09-12,"FFCC SAR",265663
2022-09-13,"BSAS_LINEA_203",120505
2022-09-13,"BSAS_LINEA_501G",153629
2022-09-13,"FFCC ROCA",465207
2022-09-13,"FFCC SAR",232254
2022-09-14,"BSAS_LINEA_203",121795
2022-09-14,"BSAS_LINEA_501G",160707
2022-09-14,"FFCC ROCA",490392
2022-09-14,"FFCC SAR",265756
2022-09-15,"BSAS_LINEA_203",119103
2022-09-15,"BSAS_LINEA_501G",156751
2022-09-15,"FFCC ROCA",498267
2022-09-15,"FFCC SAR",260763
2022-09-16,"BSAS_LINEA_203",123445
2022-09-16,"BSAS_LINEA_501G",161975
2022-09-16,"FFCC ROCA",507430
2022-09-16,"FFCC SAR",276063
2022-09-17,"BSAS_LINEA_203",91568
2022-09-17,"BSAS_LINEA_501G",110029
2022-09-17,"FFCC ROCA",299535
2022-09-17,"FFCC SAR",136273
2022-09-18,"BSAS_LINEA_203",60076
2022-09-18,"BSAS_LINEA_501G",63425
2022-09-18,"FFCC ROCA",108608
2022-09-18,"FFCC SAR",33989
2022-09-19,"BSAS_LINEA_203",114345
2022-09-19,"BSAS_LINEA_501G",147948
2022-09-19,"FFCC ROCA",476335
2022-09-19,"FFCC SAR",247782
2022-09-20,"BSAS_LINEA_203",117683
2022-09-20,"BSAS_LINEA_501G",160264
2022-09-20,"FFCC ROCA",466916
2022-09-20,"FFCC SAR",271426
2022-09-21,"BSAS_LINEA_203",114196
2022-09-21,"BSAS_LINEA_501G",145538
2022-09-21,"FFCC ROCA",449733
2022-09-21,"FFCC SAR",253441
2022-09-22,"BSAS_LINEA_203",116275
2022-09-22,"BSAS_LINEA_501G",140830
2022-09-22,"FFCC ROCA",467977
2022-09-22,"FFCC SAR",260779
2022-09-23,"BSAS_LINEA_203",119332
2022-09-23,"BSAS_LINEA_501G",120726
2022-09-23,"FFCC ROCA",488280
2022-09-23,"FFCC SAR",240245
